player_name,position,height,height_with_shoes,weight,wingspan,draft_year
Andre Iguodala,SG/SF,197.48,200.02,98.43,210.82,2004
Antywane Robinson,SF/PF,198.76,201.93,98.43,219.71,2006
Tyrus Thomas,PF/SF,201.3,203.84,98.43,220.98,2006
Mindaugas Katelynas,SF/PF,201.93,204.47,98.43,210.82,2005
Shawn James,PF,202.56,205.74,98.43,226.06,2008
Lee Benson,SF/PF,203.84,206.38,98.43,217.8,2002
Keith Benson,C/PF,208.28,210.82,98.43,222.88,2011
Sherron Collins,PG,178.44,182.24,98.52,189.23,2010
Wendell Moore,SG,193.68,196.85,98.52,214.63,2022
Dariq Whitehead,SG,197.48,200.02,98.52,208.92,2023
Rawle Alkins,SG,189.86,193.68,98.61,205.1,2018
Julian Champagnie,SF,199.39,201.93,98.61,208.28,2021
Tari Eason,PF,200.02,203.2,98.61,218.44,2022
Sam Hauser,SF,200.02,203.2,98.61,206.38,2021
JaMychal Green,PF,203.2,205.74,98.61,219.08,2012
Nikola Djurisic,SF,200.66,203.2,98.7,203.84,2023
Troy Williams,SF,197.48,200.02,98.79,203.84,2016
Perry Ellis,PF,200.66,203.84,98.79,208.92,2016
Luke Babbitt,SF/PF,201.93,205.1,98.79,211.46,2010
Fred Jones,SG,188.6,191.14,98.88,213.36,2002
Denham Brown,SG/SF,193.04,195.58,98.88,207.01,2006
Mark Karcher,SG,193.04,195.58,98.88,203.2,2000
Kirk Penney,SG/SF,195.58,198.12,98.88,196.22,2003
Cartier Martin,SF,193.04,199.39,98.88,208.28,2007
Sammy Mejia,SG,195.58,200.66,98.88,210.82,2007
Reed Rawlings,SG/SF,198.76,201.3,98.88,206.38,2000
Doug McDermott,SF,198.76,202.56,98.88,206.38,2014
Jawad Williams,SF,200.66,203.2,98.88,216.54,2005
James Jones,SF,201.3,203.84,98.88,219.71,2003
Robbie Hummel,SF,201.3,204.47,98.88,204.47,2012
Chris Wilcox,PF/C,203.84,206.38,98.88,215.9,2002
Tate Decker,SF,206.38,208.92,98.88,212.72,2001
C.J. Fair,SF,199.39,203.2,98.93,207.01,2014
Ausar Thompson,SG,197.48,200.02,98.97,213.36,2023
Zhou Qi,PF/C,216.54,219.08,98.97,233.04,2016
Jeremy Sochan,PF,203.2,205.74,104.31,212.725,2022
Cory Jefferson,PF,202.56,205.74,99.06,214.63,2014
Melvin Ejim,SF,196.22,200.66,99.11,211.46,2014
George King,SF/SG,194.94,198.12,99.16,212.09,2018
Roger Powell,SF,194.94,198.12,99.16,212.09,2005
Jaron Blossomgame,SF,197.48,200.02,99.16,208.28,2017
Cheick Diallo,PF,201.93,205.74,99.16,224.79,2016
Sam Dekker,SF,202.56,205.74,99.16,212.09,2015
Jaxson Hayes,PF,208.92,212.09,99.16,222.25,2019
Sean Kilpatrick,SG,189.23,193.68,99.2,200.66,2014
Quincy Miller,SF,205.1,208.28,99.2,216.54,2012
Harold Arceneaux,SG/SF,194.31,196.85,99.34,204.47,2000
Jared Dudley,SF,195.58,201.3,99.34,200.66,2007
Isaiah Todd,PF,205.1,208.28,99.34,216.54,2021
Antonis Fotsis,SF,206.38,208.92,99.34,204.47,2000
Matt Haryasz,PF/C,207.64,210.82,99.34,214,2006
Chris Livingston,SF,198.12,200.66,99.43,211.46,2023
Paul Reed Jr.,PF,204.47,206.25,99.43,218.44,2020
Treveon Graham,SF,193.04,197.48,99.52,209.55,2015
Justin Jackson (UMD),SF,197.48,200.66,99.52,221.62,2017
Schea Cotton,SF,193.68,196.22,99.56,200.66,2000
Svi Mykhailiuk,SG/SF,199.39,201.93,99.61,195.58,2017
Chimezie Metu,PF/C,204.47,207.01,99.61,214.63,2018
Ivan Rabb,PF,205.1,208.28,99.61,217.17,2017
Deshaun Thomas,SF,195.58,200.66,99.7,208.28,2013
JaJuan Johnson,PF,205.74,208.28,99.7,218.44,2011
Khalifa Diop,C,210.82,213.36,104.76,220.98,2022
Bryson Williams,PF/C,203.2,205.74,108.84,219.075,2022
Darius Days,SF/PF,200.66,203.2,111.11,215.9,2022
Trayce Jackson-Davis,C,205.74,208.28,111.11,215.9,2022
Terrence Shannon Jr.,SF,196.85,199.39,99.79,203.2,2023
Doug Wrenn,SF/PF,197.48,200.02,99.79,232.41,2003
Jordan Nwora,PF,197.48,201.93,99.79,209.55,2019
Othello Hunter,PF/SF,199.39,201.93,99.79,220.98,2008
Marcus Slaughter,PF/SF,200.66,203.2,99.79,212.09,2006
Luol Deng,SF,200.66,203.2,99.79,214.63,2004
Dominic McGuire,SF,200.66,203.84,99.79,209.55,2007
Joe Alexander,SF/PF,201.3,203.84,99.79,212.09,2008
Donnell Harvey,PF,201.3,203.84,99.79,214.63,2000
James Gist,PF,200.66,204.47,99.79,223.52,2008
Andy Ellis,PF,206.38,208.92,99.79,208.92,2002
Peter Fehse,PF/C,208.28,210.82,99.79,214.63,2002
Aaron Gordon,PF,201.93,205.1,99.84,212.72,2014
Dillon Brooks,SG/SF,195.58,198.12,99.88,198.12,2017
Taurean Prince,SF,199.39,202.56,99.88,212.09,2016
T.J. Warren,SF,200.66,203.84,99.88,208.92,2014
Miles Bridges,SF,196.22,200.02,99.97,207.01,2018
Toumani Camara,PF,200.66,203.2,99.97,214.63,2023
Gary Forbes,SG,194.31,197.48,100.02,211.46,2008
Caswell Cyrus,PF,202.56,205.1,100.02,218.44,2000
Tyreke Evans,PG/SG,193.04,196.22,100.06,211.46,2009
James Southerland,SF/PF,200.66,203.2,100.06,215.9,2013
Nemanja Aleksandrov,PF/SF,208.28,213.36,100.06,210.82,2005
Ignas Brazdeikis,SF,197.48,201.3,100.15,206.38,2019
DaRon Holmes II,C,205.74,208.28,100.15,214.63,2023
Dion Waiters,SG,189.23,193.04,100.24,201.3,2012
Marcelus Kemp,SG,190.5,193.68,100.24,204.47,2008
Russell Carter,SG,190.5,194.31,100.24,204.47,2007
Maurice Evans,SG,193.68,196.22,100.24,203.2,2001
Al Thornton,SF,197.48,200.66,100.24,215.9,2007
Luc Mbah a Moute,SF,197.48,201.93,100.24,219.71,2008
Lubos Barton,SF/SG,199.39,201.93,100.24,213.36,2002
Lou Amundson,PF,201.17,203.2,100.24,212.09,2006
Josh Smith,SG/SF,200.66,203.84,100.24,213.36,2004
Donte Greene,SF/PF,203.84,205.74,100.24,208.28,2008
Marcus Haislip,PF,204.47,207.01,100.24,213.36,2002
Dominick Barlow,PF,205.1,207.64,100.24,220.98,2022
Christian Koloko,C,210.18,213.36,100.24,226.7,2022
Chandler Parsons,SF,205.1,207.64,100.33,207.01,2011
Kai Jones,PF,208.28,212.09,100.43,217.8,2021
Dwayne Bacon,SG/SF,194.94,198.76,100.52,208.28,2017
Jalen Slawson,PF,199.39,201.93,100.52,212.72,2023
Killian Tillie,PF,205.1,208.28,100.52,203.2,2020
Iman Shumpert,PG/SG,193.68,196.85,100.61,207.01,2011
Shabazz Muhammad,SF/SG,194.94,198.76,100.61,210.82,2013
Justise Winslow,SF,194.31,199.39,100.61,208.92,2015
Carlos Powell,SF/PF,196.22,200.02,100.61,210.18,2005
Arthur Kaluma,PF,198.76,201.3,100.61,214.63,2023
Anthony Davis,PF/C,206.38,209.55,100.61,227.33,2012
Jeff Withey,C,210.18,214.63,100.61,218.44,2013
Paolo Banchero,PF,208.28,210.82,113.38,214.63,2022
Eric Gordon,SG,187.96,191.14,100.7,205.74,2008
James Harden,SG,193.04,196.22,100.7,210.18,2009
Damien Wilkins,SG/SF,194.31,198.12,100.7,213.36,2004
Pete Mickeal,SG/SF,195.58,198.12,100.7,207.01,2000
Caron Butler,SF/SG,196.22,198.76,100.7,212.09,2002
Reyshawn Terry,SF,200.02,201.93,100.7,208.28,2007
Rudy Gay,SF/PF,200.66,203.2,100.7,220.98,2006
Maarty Leunen,SF,201.3,204.47,100.7,203.2,2008
Eddie Griffin,PF/SF,206.38,208.92,100.7,220.98,2001
Mamadi Diakite,PF,204.47,208.79,100.74,222.88,2020
Luguentz Dort,PG,189.86,193.68,100.79,204.47,2019
Paul Eboua,SF/PF,198.12,201.93,100.79,222.25,2020
Jimmy Butler,SF,198.12,202.56,100.79,201.93,2011
TJ Leaf,PF,205.1,207.64,100.79,210.82,2017
Isaiah Briscoe,PG,186.06,189.86,100.88,205.74,2017
Kevon Looney,PF,203.2,206.38,100.88,222.25,2015
Billy Preston,PF,205.1,209.55,100.88,218.44,2018
Larry Sanders,PF/C,206.38,209.55,100.88,227.96,2010
Ernest Brown,C,208.28,210.82,100.92,216.54,2000
Rawle Alkins,SG/SF,189.23,192.4,100.97,205.1,2017
Kyle Kuzma,SF/SG,203.2,207.01,100.97,214,2017
Nikola Jovic,SF,207.01,210.82,100.97,214,2022
Jaylen Brown,SG/SF,196.22,200.02,101.06,212.72,2016
Sam Young,SF/SG,196.22,200.02,101.06,210.18,2009
Tobias Harris,SF/PF,199.39,202.56,101.06,210.82,2011
Misan Nikagbatse,SG/PG,191.77,194.94,101.15,208.28,2004
Malcolm Brogdon,SG,192.4,196.85,101.15,209.55,2016
David Noel,SF/SG,194.31,198.12,101.15,207.01,2006
Ronnie Brewer,SG/PG,197.48,200.02,101.15,211.46,2006
Jordan Nwora,SF/PF,197.48,200.66,101.15,208.92,2020
Ryan Humphrey,PF/SF,198.12,200.66,101.15,213.36,2002
Erik Daniels,SF/PF,198.76,201.93,101.15,210.82,2004
PJ Washington,PF,199.39,203.2,101.15,219.71,2018
Richard Jefferson,SF,201.3,203.84,101.15,213.36,2001
Malcolm Thomas,PF,201.93,205.1,101.15,214.63,2011
Cedric Simmons,PF/C,203.84,207.01,101.15,224.16,2006
Matthew Nielsen,PF,205.74,208.28,101.15,209.55,2000
Marcus Douthit,C/PF,207.01,210.82,101.15,223.52,2004
Joakim Noah,PF,208.28,213.36,101.15,216.54,2007
Alan Anderson,SG/SF,194.31,198.12,101.24,207.01,2005
Jon Leuer,PF,208.28,212.09,101.24,213.36,2011
Grant Nelson,PF,208.28,210.82,101.33,213.36,2023
Tristan Vukcevic,C,211.46,214,101.33,219.71,2023
Jordan Bell,PF,200.66,204.47,101.42,212.72,2017
Trevor Keels,SG,191.14,194.94,101.51,201.3,2022
Orlando Johnson,SG,192.4,196.22,101.51,211.46,2012
Sidy Cissoko,SF,196.85,199.39,101.51,207.64,2023
Corey Kispert,SF,198.12,201.3,101.51,200.66,2021
Quincy Acy,PF,199.39,202.56,101.51,220.34,2012
Keita Bates-Diop,SG/SF,201.3,204.47,101.51,221.62,2018
Rashad Anderson,SG,191.14,194.31,101.6,200.66,2006
Joe Shipp,SG,193.04,195.58,101.6,208.28,2003
Joah Tucker,SF/SG,192.4,196.22,101.6,199.39,2006
Mardy Collins,PG/SG,193.68,196.85,101.6,208.28,2006
Patrick Ewing Jr.,SF/PF,198.12,201.3,101.6,214,2008
Solomon Jones,PF/C,204.47,207.64,101.6,225.42,2006
Steven Hunter,C/PF,208.92,211.46,101.6,223.52,2001
Tyson Chandler,SF/PF,212.09,214.63,101.6,220.98,2001
Karim Shabazz,C,212.09,214.63,101.6,220.98,2000
Nassir Little,SF,194.31,198.12,101.7,216.54,2019
Joel Bolomboy,PF,201.93,205.74,101.79,217.8,2016
Coleman Hawkins,PF,204.47,207.01,101.79,214,2023
Kenneth Faried,PF,198.12,201.93,101.88,213.36,2011
Derrick Brown,SF/PF,201.93,204.47,101.88,219.71,2009
Jalen Smith,PF/C,206.38,208.79,101.88,219.08,2020
Jalen Duren,C,208.28,210.82,113.38,226.06,2022
Kenneth Lofton Jr.,PF/C,201,203.54,124.72,210.82,2022
Jalen Green,SG,193.04,195.58,80.73,201.93,2021
Sharife Cooper,PG,185.42,187.96,81.63,191.77,2021
Isaiah Jackson,C,205.74,208.28,92.97,219.075,2021
Randy Holcomb,SF/PF,200.66,203.2,102.06,215.9,2002
Chris Bosh,PF,208.92,211.46,102.06,222.25,2003
John Collins,PF,203.84,207.01,102.15,211.46,2017
Marcin Gortat,PF/C,210.82,213.36,102.15,222.25,2005
Scottie Barnes,SF,200.66,203.2,102.24,220.34,2021
Danny Granger,SF/SG,201.93,204.47,102.24,217.17,2005
Roko Prkacin,PF,201.93,206.38,102.24,210.82,2021
Quan Prowell,SF/PF,200.02,202.56,102.29,209.55,2008
Daishen Nix,PG,190.5,193.68,102.33,200.02,2021
Mohamed Bamba,C,211.46,215.26,102.33,238.76,2018
Lazar Hayward,SG/SF,194.31,197.48,102.42,215.26,2010
Moses Wright,PF,202.56,205.74,102.42,215.26,2021
Neemias Queta,C,210.18,214,102.42,224.16,2019
Lamar Patterson,SG,193.04,196.22,102.51,210.82,2014
Solomon Hill,SF,196.85,200.66,102.51,205.74,2013
Matt Barnes,SF,200.02,202.56,102.51,205.74,2002
Joe Johnson,SF/SG,200.02,202.56,102.51,205.74,2001
David West,PF/SF,203.84,206.38,102.51,224.16,2003
Sylvere Bryan,PF,205.74,208.28,102.51,224.79,2002
Ivan Radenovic,PF,205.74,210.18,102.51,212.72,2007
Jackson Vroman,PF/C,206.38,210.18,102.51,213.36,2004
Jiri Hubalek,C/PF,207.01,210.82,102.51,210.18,2008
Jaime Jaquez Jr.,SF,198.12,200.66,102.69,207.01,2023
Yoeli Childs,PF,198.12,200.66,102.69,212.09,2020
Damion James,SF,198.76,202.56,102.78,215.26,2010
Larry Nance,PF,201.93,204.47,102.78,217.17,2015
Pascal Siakam,PF,203.84,207.01,102.78,221.62,2016
Ed Davis,PF,205.74,207.64,102.78,213.36,2010
Hassan Whiteside,C/PF,209.55,212.09,102.78,231.14,2010
Lance Stephenson,SG,194.31,197.48,102.97,209.55,2010
Curtis Withers,PF/SF,198.12,199.39,102.97,208.28,2006
J.R. Smith,SG/SF,196.85,200.02,102.97,208.28,2004
Curtis Sumpter,SF,198.12,202.56,102.97,207.01,2007
James Mays,PF,200.02,202.56,102.97,217.8,2008
A.J. Granger,SF,201.93,204.47,102.97,207.01,2000
Shawne Williams,SF/PF,201.3,205.1,102.97,220.98,2006
Josh Powell,PF/SF,203.2,205.74,102.97,215.9,2003
James Augustine,PF,203.84,207.64,102.97,214,2006
Drew Gooden,PF,205.1,207.64,102.97,214.63,2002
Michael Bradley,PF,207.01,209.55,102.97,217.17,2001
Lazaros Papadopoulos,C/PF,208.92,211.46,102.97,219.71,2001
Ken Johnson,C,210.18,212.72,102.97,223.52,2001
Cam Thomas,SG,190.5,193.04,95.24,199.39,2021
Marcus Smart,PG,187.96,191.14,103.06,206.38,2014
Jake LaRavia,PF,200.02,203.2,103.06,207.01,2022
Simisola Shittu,PF,204.47,207.01,103.06,216.54,2019
Luka Samanic,PF,207.01,210.82,103.06,209.55,2019
Kawhi Leonard,SF,198.12,200.66,103.15,220.98,2011
Dante Cunningham,PF,200.66,203.84,103.15,210.82,2009
Tristan Thompson,PF,201.93,205.1,103.15,216.54,2011
James McAdoo,PF,201.93,205.1,103.24,219.08,2014
Harrison Barnes,SF/SG,200.66,203.2,103.33,211.46,2012
Martynas Andriuskevicius,C/PF,216.54,220.98,103.33,211.46,2005
Lamar Stevens,SF/PF,197.48,199.9,103.42,205.74,2020
Kirk Snyder,SG/SF,198.12,200.02,103.42,205.74,2004
Julian Sensley,PF/SF,200.66,203.2,103.42,212.09,2002
Ugonna Okyekwe,SF,201.3,203.84,103.42,220.98,2003
Brandon Ashley,PF,201.3,204.47,103.42,222.88,2015
Kyle Singler,SF,201.93,204.47,103.42,208.53,2011
Justin Harper,PF/SF,203.2,205.1,103.42,212.72,2011
Jeff Green,SF,200.66,207.01,103.42,216.54,2007
Damon Reed,PF/C,204.47,207.01,103.42,207.01,2000
Muhammed Lasege,C/PF,205.1,207.64,103.42,218.44,2002
Kimani Ffriend,C/PF,207.01,209.55,103.42,210.18,2001
Ryan Kelly,PF,207.64,212.72,103.42,212.09,2013
Marvin Williams,PF/SF,200.66,203.84,103.51,222.25,2005
Jordan Hamilton,SF,200.02,204.47,103.6,207.01,2011
Earl Clark,SF/PF,204.47,208.92,103.6,219.71,2009
Ivan McFarlin,PF,196.85,200.02,103.69,205.74,2005
P.J. Hairston,SG,193.68,196.22,103.78,205.74,2014
Elijah Hughes,SF/SG,194.94,199.39,103.87,201.93,2020
Rolando Howell,PF,201.93,204.47,103.87,214.63,2004
Rich Melzer,PF/SF,201.93,205.1,103.87,218.44,2004
Shane Battier,SF/PF,203.84,206.38,103.87,209.55,2001
Sani Ibrahim,C/PF,204.47,207.01,103.87,215.9,2003
Craig Brackins,PF/SF,204.47,207.64,103.87,213.36,2010
Uche Okafor,PF/C,205.74,208.28,103.87,227.33,2002
Donald Little,PF/C,207.01,209.55,103.87,220.98,2003
Justin Patton,C,208.28,211.46,103.87,220.98,2017
Ben Bentil,PF,201.3,203.84,103.96,217.17,2016
Justin Jackson,PF,198.12,200.02,104.05,220.98,2018
David Lee,PF,202.56,205.74,104.1,213.36,2005
Martell Webster,SF,198.12,201.93,104.14,210.82,2005
Marcus Morris,PF/SF,200.66,205.1,104.14,208.28,2011
Gorgui Dieng,C,207.64,210.18,104.14,222.25,2013
Brian Butch,C/PF,207.01,210.82,104.14,211.46,2008
Bernard James,PF,205.1,208.28,104.24,220.98,2012
Evan Mobley,PF,210.82,213.36,97.51,223.52,2021
Cade Cunningham,PG,198,200.54,99.77,213.995,2021
Brian Boddicker,SF/PF,201.93,205.1,104.33,208.28,2004
Josh Duncan,PF,203.2,205.74,104.33,212.09,2008
Mike Dunleavy,SF,203.2,205.74,104.33,205.74,2002
Martin Rancik,PF/SF,205.1,207.64,104.33,203.2,2001
Troy Murphy,PF,207.64,210.18,104.33,210.82,2001
Jermareo Davidson,PF,205.74,210.82,104.33,223.52,2007
Jared Jeffries,PF,208.28,210.82,104.33,214.63,2002
Lonnie Jones,C/PF,208.92,211.46,104.33,219.08,2002
Cody Zeller,C/PF,210.18,214,104.33,210.18,2013
Kyle Anderson,SF,201.93,204.47,104.37,220.34,2014
Jalen Wilson,SF,196.85,199.39,104.42,203.2,2023
Branden Dawson,PF,196.85,200.02,104.42,210.82,2015
Robert Woodard II,SF,196.85,200.66,104.42,218.44,2020
Chris Singleton,SF,202.56,205.74,104.42,215.9,2011
Charles Bassey,C,206.38,208.92,104.42,220.98,2021
Mike Muscala,C/PF,208.92,212.09,104.42,215.9,2013
Ryan Richards,PF,209.55,212.72,104.42,217.17,2010
P.J. Washington,PF,199.39,203.2,104.51,219.71,2019
Justin Anderson,SF/SG,196.22,198.76,104.6,212.72,2015
Georges Niang,PF,200.02,204.47,104.69,208.28,2016
Patrick Baldwin Jr.,SF,206.38,208.92,104.69,217.8,2022
Jonathan Kuminga,SF,200.66,203.2,102.04,211.455,2021
Gyasi Cline-Heard,PF,198.76,201.3,104.78,212.09,2001
Taj Gray,PF/SF,201.3,204.47,104.78,215.26,2006
Drago Pasalic,PF,206.38,210.18,104.78,212.09,2004
Moritz Wagner,PF,208.28,211.46,104.87,213.36,2017
Frank Kaminsky,C/PF,212.72,215.26,104.87,210.82,2015
Alec Brown,PF,214,216.54,104.87,217.17,2014
Juan Mendez,PF/SF,196.22,200.02,104.96,213.36,2005
Drew Timme,C,203.84,206.38,105.05,218.44,2022
Charles Garcia,SF,203.84,206.38,105.05,217.8,2010
Adonis Thomas,SF,194.94,197.48,105.14,215.9,2013
Isaiah Livers,SF,197.48,201.3,105.14,206.38,2021
Alec Peters,PF,201.3,205.1,105.23,210.18,2017
Pops Mensah-Bonsu,PF/C,201.93,205.74,105.23,213.36,2006
Herbert Hill,C,200.66,207.64,105.23,219.08,2007
Jerry Holman,PF,205.1,207.64,105.23,221.62,2003
Benjamin Eze,C/PF,205.1,207.64,105.23,228.6,2001
Brooks Sales,PF/C,205.74,208.28,105.23,208.28,2002
Grant Jerrett,PF,205.1,208.92,105.23,218.44,2013
Harry Giles,PF,206.38,209.55,105.23,221.62,2017
Michael Ignerski,PF/SF,207.01,209.55,105.23,210.18,2003
Makur Maker,C,208.92,211.46,105.32,217.8,2021
Zach Collins,PF/C,208.92,213.36,105.32,215.9,2017
Wayne Selden,SG,193.68,197.48,105.41,209.55,2016
Charles Hayes,SF/PF,196.85,200.02,105.41,208.28,2005
OG Anunoby,SF,198.76,202.56,105.41,219.08,2017
Matt Hurt,PF,204.47,207.01,105.41,207.01,2021
Jordan Hill,PF/C,206.38,208.92,105.41,217.17,2009
Harrison Ingram,SF,196.22,200.66,105.6,214,2022
Michael Kidd-Gilchrist,SF,197.48,201.93,105.6,213.36,2012
Dewan Hernandez,C,205.74,208.92,105.6,217.8,2019
Arnett Moultrie,PF,207.01,210.18,105.6,219.08,2012
Carmelo Anthony,SF,198.76,201.3,105.69,213.36,2003
Dedric Lawson,PF,200.66,204.47,105.69,219.08,2019
Lawrence Roberts,PF,201.93,205.74,105.69,207.01,2004
Amar'e Stoudemire,PF,204.47,207.01,105.69,217.8,2002
Martin Iti,C/PF,204.47,207.64,105.69,226.06,2004
Pape Sow,PF/C,204.47,208.28,105.69,218.44,2004
Marquese Chriss,PF,205.1,208.28,105.69,214,2016
Jason Smith,PF,210.18,212.09,105.69,210.18,2007
Tiago Splitter,C/PF,208.92,212.72,105.69,218.44,2004
Bruno Fernando,C,205.1,207.64,105.78,224.16,2018
Darius Miller,SF/SG,198.12,201.93,105.87,205.74,2012
David Lucas,PF,199.39,202.56,105.87,213.36,2005
Isaiah Hicks,PF,201.3,204.47,105.87,214.63,2017
Gani Lawal,PF,201.93,205.74,105.87,213.36,2010
Naji Marshall,SF,197.48,200.66,105.91,215.26,2020
Jarrett Allen,C,205.74,208.92,105.96,226.7,2017
Perry Jones,PF/SF,208.92,211.46,106.05,217.8,2012
Kyle Hines,SF/PF,192.4,196.22,106.14,216.54,2008
Theron Smith,PF/SF,199.39,201.93,106.14,208.92,2003
Nik Caner-Medley,SF,199.39,203.2,106.14,205.74,2006
Precious Achiuwa,PF,201.93,204.98,106.14,215.26,2020
Matt Freije,SF/PF,203.84,207.01,106.14,215.9,2004
Andrew Nicholson,PF,204.47,207.01,106.14,223.52,2012
Blagota Sekulic,SF/PF,206.38,209.55,106.14,210.82,2004
Brian Cook,PF/SF,207.01,209.55,106.14,218.44,2003
LaMarcus Aldridge,PF/C,208.28,211.46,106.14,225.42,2006
Stephen Zimmerman,C,208.92,212.72,106.14,221.62,2016
Kelly Olynyk,PF/C,210.18,213.36,106.14,207.64,2013
Tyler Hansbrough,PF,203.84,207.01,106.23,212.09,2009
D.J. Wilson,PF,205.1,209.55,106.32,220.98,2017
Dwight Powell,PF,207.01,210.82,106.32,214.63,2014
Eduardo Najera,PF/SF,199.39,201.93,106.37,212.09,2000
Azuolas Tubelis,PF,205.1,207.64,106.5,210.82,2023
Matthew Mayer,PF,205.74,208.28,102.04,209.55,2021
Cam Whitmore,SF,197.48,200.02,106.59,204.47,2023
Bobby Simmons,SF,198.76,201.3,106.59,214,2001
Rashad Jones-Jennings,PF,198.12,201.93,106.59,213.36,2007
Damone Thornton,PF,200.02,202.56,106.59,217.8,2001
Luke Walton,SF/PF,202.56,205.1,106.59,204.47,2003
Souleymane Wane,C,204.47,207.01,106.59,226.06,2001
Nathan Knight,PF/C,203.2,207.52,106.59,218.44,2020
DeVon Hardin,C/PF,207.01,210.18,106.59,220.98,2008
Eddy Fobbs,C/PF,208.92,211.46,106.68,230.5,2005
Talen Horton-Tucker,SG,189.23,193.04,106.78,216.54,2019
Justin Lewis,PF,198.76,201.93,106.78,219.71,2022
Lamont Barnes,PF/C,204.47,207.01,106.82,222.25,2000
Draymond Green,PF/SF,197.48,201.93,106.87,216.54,2012
Trevor Booker,PF,198.76,201.93,106.96,207.64,2010
Trevor Mbakwe,PF,200.02,203.2,106.96,223.52,2013
Ron Slay,SF/PF,198.12,200.66,107.05,208.28,2003
Brent Wright,PF/SF,202.56,205.1,107.05,217.17,2001
Tedric Hill,SF/PF,202.56,205.74,107.05,215.9,2006
Andre Brown,PF/C,203.2,207.01,107.05,210.82,2004
Coleman Collins,PF,203.2,207.64,107.05,218.44,2007
Cole Aldrich,C,205.74,211.46,107.05,225.42,2010
Jaren Jackson,PF/C,207.64,211.46,107.05,226.7,2018
Jontay Porter,C/PF,208.28,212.09,107.05,214,2018
Jeff Adrien,PF,196.22,199.39,107.14,218.44,2009
Tony Mitchell,PF/SF,201.93,205.1,107.23,219.71,2013
Deji Akindele,C/PF,207.01,210.82,107.23,220.98,2005
Mark Madsen,PF,203.2,205.74,107.27,214.63,2000
Michael Foster Jr.,C,202.56,206.38,107.32,214,2022
Charlie Villanueva,PF/SF,205.74,207.01,107.32,214,2005
Jaylin Williams,C,205.1,208.28,107.32,215.9,2022
Chris Owens,PF/SF,200.66,203.2,107.5,212.09,2002
Jerome Beasley,SF/PF,205.74,208.28,107.5,214.63,2003
Bruno Fernando,C,205.1,208.92,107.5,221.62,2019
Antanas Kavaliauskas,PF,205.74,209.55,107.5,209.55,2007
Day'Ron Sharpe,C,205.74,208.28,120.18,213.36,2021
Mouhamed Sene,C,210.82,213.36,107.5,234.95,2006
Deyonta Davis,PF,206.38,209.55,107.59,219.71,2016
Moses Brown,C,216.54,219.71,107.59,225.42,2019
Trendon Watford,PF,201.93,205.1,107.68,219.08,2021
Ekpe Udoh,PF,205.1,207.64,107.68,224.79,2010
Solomon Alabi,C,212.09,215.26,107.68,226.06,2010
Michael Dunigan,PF/C,204.47,208.28,107.77,221.62,2011
Daniel Gafford,PF,206.38,209.55,107.77,219.71,2019
Rudy Gobert,C,214.63,218.44,107.77,234.95,2013
Ronny Turiaf,PF,203.2,206.38,107.86,217.17,2005
Eric Hicks,PF,194.94,196.85,107.95,217.17,2006
Ceedric Goodwyn,SF/PF,198.12,200.66,107.95,208.28,2000
Caleb Green,PF,198.12,203.2,107.95,212.72,2007
Jordan Mickey,PF,200.66,203.84,107.95,221.62,2015
Brad Buckman,PF,201.3,205.1,107.95,213.36,2006
Steven Smith,SF/PF,201.93,206.38,107.95,214.63,2006
Kris Humphries,PF,203.84,207.01,107.95,214.63,2004
Isaiah Mobley,PF,203.2,207.64,107.95,220.98,2021
Jacob Jaacks,PF,206.38,208.92,107.95,210.82,2000
Curtis Borchardt,C,210.18,212.72,107.95,219.71,2002
Ja Morant,PG,187.96,190.5,78.91,203.2,2019
Johnathan Motley,PF,202.56,205.1,108.05,223.52,2017
Mason Plumlee,C/PF,211.46,214.63,108.05,210.82,2013
Adreian Payne,PF,205.74,207.64,108.18,223.52,2014
Keyontae Johnson,SF,193.04,195.58,108.23,213.36,2023
Cameron Oliver,PF,200.66,203.84,108.23,216.54,2017
Jarell Martin,PF,203.2,206.38,108.23,205.74,2015
Myles Turner,C/PF,207.64,212.09,108.23,223.52,2015
LaQuinton Ross,SF,199.39,201.93,108.27,217.8,2014
Drago Pasalic,SF/PF,207.01,210.82,108.32,212.72,2005
Dewayne Dedmon,C,208.28,212.09,108.32,223.52,2013
Michael Beasley,PF/SF,200.66,203.84,108.41,214,2008
Marcus Goree,SF/PF,201.93,204.47,108.41,214.63,2000
Dylan Page,SF,201.93,205.1,108.41,200.66,2004
Drew Gordon,PF,203.2,205.1,108.41,212.09,2012
Joel Cornette,PF/SF,203.84,206.38,108.41,206.38,2003
Israel Sheinfeld,PF/C,203.84,206.38,108.41,207.64,2002
Trey Thompkins,PF,204.47,207.64,108.41,215.9,2011
Charles Bassey,C,205.1,208.28,108.41,222.25,2019
Jakob Poeltl,C,214,215.9,108.41,220.34,2016
Cliff Alexander,PF/C,201.3,204.47,108.5,222.25,2015
David Padgett,C/PF,208.92,212.09,108.64,215.9,2008
Patrick Patterson,PF,203.2,206.38,108.68,216.54,2010
Jeff Ayres,PF,205.1,208.28,108.68,215.9,2009
Erik Murphy,PF,205.1,207.01,108.77,209.55,2013
Sandro Mamukelashvili,C,205.74,208.28,108.77,216.54,2021
