500,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
8,22301201,1610612752,NYK,New York,1628978,Donte DiVincenzo,Donte,17.03333333,2,5,0.4,1,4,0.25,2,2,1,0,1,1,2,0,0,0,2,7,-12
9,22301201,1610612752,NYK,New York,1630579,Jericho Sims,Jericho,2.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2
10,22301201,1610612752,NYK,New York,1630540,Miles McBride,Miles,2.483333333,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,-4
11,22301201,1610612752,NYK,New York,1631210,Jacob Toppin,Jacob,2.483333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-4
12,22301201,1610612752,NYK,New York,1629718,Charlie Brown Jr.,Charlie,2.483333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-4
13,22301201,1610612752,NYK,New York,1627853,Ryan Arcidiacono,Ryan,2.483333333,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-4
15,22301201,1610612749,MIL,Milwaukee,203114,Khris Middleton,Khris,26.35,6,12,0.5,2,3,0.667,0,0,0,2,2,4,7,1,0,2,1,14,11
16,22301201,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,Giannis,33.81666667,15,22,0.682,1,1,1,4,9,0.444,3,5,8,10,3,0,4,3,35,19
17,22301201,1610612749,MIL,Milwaukee,201572,Brook Lopez,Brook,33.51666667,4,8,0.5,1,4,0.25,0,0,0,2,6,8,3,3,3,0,4,9,28
18,22301201,1610612749,MIL,Milwaukee,1627736,Malik Beasley,Malik,32.75,6,11,0.545,6,10,0.6,0,0,0,0,3,3,0,0,0,0,4,18,16
19,22301201,1610612749,MIL,Milwaukee,203081,Damian Lillard,Damian,33.98333333,8,13,0.615,5,7,0.714,7,8,0.875,1,2,3,7,1,1,3,4,28,17
20,22301201,1610612749,MIL,Milwaukee,1626171,Bobby Portis,Bobby,23.7,5,9,0.556,1,3,0.333,2,2,1,2,2,4,1,0,2,1,4,13,-7
21,22301201,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,19.16666667,2,3,0.667,2,2,1,0,0,0,0,2,2,1,1,0,0,1,6,9
22,22301201,1610612749,MIL,Milwaukee,1631260,AJ Green,AJ,15.16666667,3,4,0.75,3,4,0.75,0,0,0,0,0,0,1,0,0,0,0,9,8
23,22301201,1610612749,MIL,Milwaukee,1641748,Andre Jackson Jr.,Andre,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,22301201,1610612749,MIL,Milwaukee,1626166,Cameron Payne,Cameron,14.01666667,5,6,0.833,2,3,0.667,0,0,0,0,2,2,2,1,0,1,2,12,7
25,22301201,1610612749,MIL,Milwaukee,1641753,Chris Livingston,Chris,2.483333333,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,4
26,22301201,1610612749,MIL,Milwaukee,201577,Robin Lopez,Robin,2.483333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
27,22301201,1610612749,MIL,Milwaukee,203648,Thanasis Antetokounmpo,Thanasis,2.483333333,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,4
0,22301215,1610612743,DEN,Denver,1629008,Michael Porter Jr.,Michael,33.56666667,7,8,0.875,4,5,0.8,0,0,0,3,6,9,0,0,1,2,2,18,4
1,22301215,1610612743,DEN,Denver,203932,Aaron Gordon,Aaron,31.25,4,9,0.444,0,0,0,0,0,0,2,4,6,2,2,0,0,2,8,6
2,22301215,1610612743,DEN,Denver,203999,Nikola Jokic,Nikola,37.11666667,9,32,0.281,2,7,0.286,2,2,1,5,10,15,10,1,0,4,2,22,1
3,22301215,1610612743,DEN,Denver,203484,Kentavious Caldwell-Pope,Kentavious,34.16666667,1,4,0.25,1,3,0.333,0,0,0,0,1,1,3,1,0,0,1,3,2
4,22301215,1610612743,DEN,Denver,1627750,Jamal Murray,Jamal,29.18333333,10,18,0.556,2,7,0.286,1,1,1,0,0,0,6,1,1,1,4,23,2
5,22301215,1610612743,DEN,Denver,202704,Reggie Jackson,Reggie,18.81666667,4,10,0.4,3,4,0.75,3,4,0.75,0,1,1,3,1,0,2,1,14,-11
6,22301215,1610612743,DEN,Denver,1631212,Peyton Watson,Peyton,16.3,0,3,0,0,2,0,2,2,1,0,3,3,3,1,1,1,1,2,-15
7,22301215,1610612743,DEN,Denver,1631128,Christian Braun,Christian,15.98333333,4,6,0.667,0,1,0,0,0,0,1,4,5,0,0,1,0,3,8,-17
8,22301215,1610612743,DEN,Denver,1631124,Julian Strawther,Julian,12.88333333,0,2,0,0,2,0,0,0,0,0,1,1,2,0,0,1,4,0,-9
9,22301215,1610612743,DEN,Denver,201599,DeAndre Jordan,DeAndre,10.73333333,2,6,0.333,0,0,0,0,0,0,3,2,5,0,0,1,0,0,4,-8
14,22301215,1610612746,LAC,LA,202695,Kawhi Leonard,Kawhi,37.68333333,8,16,0.5,1,3,0.333,0,0,0,1,3,4,5,1,1,2,2,17,-8
15,22301215,1610612746,LAC,LA,202331,Paul George,Paul,38.23333333,8,20,0.4,5,9,0.556,4,4,1,1,7,8,1,0,1,2,1,25,11
16,22301215,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,26.7,4,7,0.571,0,0,0,2,6,0.333,2,7,9,0,2,1,0,3,10,-6
17,22301215,1610612746,LAC,LA,1629611,Terance Mann,Terance,19.83333333,1,2,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,-16
18,22301215,1610612746,LAC,LA,201935,James Harden,James,32.13333333,6,10,0.6,2,3,0.667,6,7,0.857,0,1,1,11,3,1,4,0,20,6
19,22301215,1610612746,LAC,LA,201566,Russell Westbrook,Russell,15.86666667,4,8,0.5,0,2,0,1,2,0.5,4,4,8,1,0,2,1,1,9,3
20,22301215,1610612746,LAC,LA,1628464,Daniel Theis,Daniel,20.76666667,3,8,0.375,2,4,0.5,0,0,0,5,6,11,0,0,3,1,2,8,14
21,22301215,1610612746,LAC,LA,1626181,Norman Powell,Norman,31.63333333,5,12,0.417,1,3,0.333,6,6,1,0,5,5,2,1,0,1,0,17,24
22,22301215,1610612746,LAC,LA,1641738,Kobe Brown,Kobe,17.16666667,1,4,0.25,1,3,0.333,0,0,0,0,4,4,1,0,0,0,4,3,17
0,22301214,1610612757,POR,Portland,1631101,Shaedon Sharpe,Shaedon,41.66666667,10,18,0.556,4,9,0.444,2,4,0.5,0,6,6,5,0,0,1,1,26,-7
1,22301214,1610612757,POR,Portland,1641739,Toumani Camara,Toumani,26.91666667,3,14,0.214,0,4,0,0,0,0,5,8,13,2,0,0,3,6,6,-3
2,22301214,1610612757,POR,Portland,1641871,Duop Reath,Duop,22.01666667,2,6,0.333,1,5,0.2,5,6,0.833,1,5,6,2,1,1,0,5,10,6
3,22301214,1610612757,POR,Portland,1629014,Anfernee Simons,Anfernee,37.4,10,27,0.37,6,13,0.462,2,2,1,1,0,1,4,0,0,1,3,28,2
4,22301214,1610612757,POR,Portland,1627763,Malcolm Brogdon,Malcolm,12.51666667,0,3,0,0,1,0,0,0,0,0,1,1,2,0,0,1,1,0,5
5,22301214,1610612757,POR,Portland,1630703,Scoot Henderson,Scoot,25.86666667,4,9,0.444,0,3,0,1,2,0.5,2,0,2,4,1,0,1,5,9,-15
6,22301214,1610612757,POR,Portland,1631133,Jabari Walker,Jabari,21.88333333,5,8,0.625,0,2,0,2,2,1,2,3,5,1,1,1,2,6,12,-5
7,22301214,1610612757,POR,Portland,1629680,Matisse Thybulle,Matisse,30.68333333,3,6,0.5,3,5,0.6,0,0,0,0,1,1,1,3,1,1,1,9,-2
8,22301214,1610612757,POR,Portland,1631200,Kris Murray,Kris,21.05,2,4,0.5,2,4,0.5,0,0,0,0,5,5,1,2,0,0,2,6,-1
13,22301214,1610612744,GSW,Golden State,203952,Andrew Wiggins,Andrew,27.41666667,3,12,0.25,0,1,0,3,3,1,1,2,3,1,0,0,1,1,9,6
14,22301214,1610612744,GSW,Golden State,203110,Draymond Green,Draymond,30.58333333,3,7,0.429,0,2,0,4,4,1,6,4,10,9,0,2,4,3,10,-1
15,22301214,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,16.01666667,2,6,0.333,0,0,0,2,2,1,2,6,8,0,1,0,0,2,6,-7
16,22301214,1610612744,GSW,Golden State,202691,Klay Thompson,Klay,27.05,3,13,0.231,1,8,0.125,4,4,1,0,5,5,1,0,0,0,0,11,-6
17,22301214,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,34.48333333,8,18,0.444,5,13,0.385,10,11,0.909,0,5,5,1,0,0,4,2,31,4
18,22301214,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,26.18333333,5,10,0.5,1,4,0.25,1,1,1,2,2,4,0,1,1,1,2,12,3
19,22301214,1610612744,GSW,Golden State,203967,Dario Saric,Dario,19.85,4,7,0.571,2,3,0.667,3,4,0.75,2,4,6,0,0,0,4,3,13,7
20,22301214,1610612744,GSW,Golden State,101108,Chris Paul,Chris,20.48333333,1,4,0.25,0,2,0,0,0,0,1,2,3,6,0,0,2,2,2,-4
21,22301214,1610612744,GSW,Golden State,1641764,Brandin Podziemski,Brandin,21.2,1,3,0.333,1,1,1,0,2,0,1,4,5,1,0,0,1,2,3,5
22,22301214,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,16.73333333,6,6,1,0,0,0,1,2,0.5,0,1,1,1,2,0,0,2,13,13
0,22301211,1610612766,CHA,Charlotte,202330,Gordon Hayward,Gordon,35.38333333,10,18,0.556,2,4,0.5,5,5,1,2,2,4,4,3,1,5,2,27,2
1,22301211,1610612766,CHA,Charlotte,1628970,Miles Bridges,Miles,39.78333333,7,15,0.467,2,8,0.25,0,0,0,2,6,8,2,3,0,1,3,16,-6
2,22301211,1610612766,CHA,Charlotte,1630208,Nick Richards,Nick,27.61666667,2,4,0.5,0,0,0,2,2,1,6,5,11,0,0,3,2,3,6,-11
3,22301211,1610612766,CHA,Charlotte,1641706,Brandon Miller,Brandon,38.88333333,4,14,0.286,3,6,0.5,1,1,1,0,6,6,4,1,1,2,3,12,-8
4,22301211,1610612766,CHA,Charlotte,1626179,Terry Rozier,Terry,40,10,24,0.417,1,11,0.091,4,4,1,1,4,5,7,1,2,2,4,25,-11
5,22301211,1610612766,CHA,Charlotte,202397,Ish Smith,Ish,13.9,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,1,0,-6
6,22301211,1610612766,CHA,Charlotte,1629023,P.J. Washington,P.J.,28.6,4,13,0.308,1,7,0.143,0,0,0,1,5,6,4,1,2,1,5,9,-5
7,22301211,1610612766,CHA,Charlotte,1631121,Bryce McGowens,Bryce,15.83333333,2,2,1,1,1,1,0,0,0,0,1,1,1,0,0,1,3,5,-10
13,22301211,1610612741,CHI,Chicago,201942,DeMar DeRozan,DeMar,36.71666667,8,20,0.4,1,3,0.333,12,14,0.857,0,6,6,3,0,1,2,1,29,17
14,22301211,1610612741,CHI,Chicago,1630172,Patrick Williams,Patrick,28.83333333,3,6,0.5,1,2,0.5,1,2,0.5,3,6,9,1,2,2,3,2,8,5
15,22301211,1610612741,CHI,Chicago,202696,Nikola Vucevic,Nikola,33.75,8,17,0.471,2,3,0.667,2,2,1,6,6,12,3,0,1,2,0,20,2
16,22301211,1610612741,CHI,Chicago,1627936,Alex Caruso,Alex,30.18333333,4,7,0.571,1,2,0.5,3,4,0.75,4,2,6,2,0,2,1,2,12,-4
17,22301211,1610612741,CHI,Chicago,1629632,Coby White,Coby,37.78333333,6,16,0.375,3,7,0.429,4,5,0.8,0,9,9,5,0,0,0,3,19,6
18,22301211,1610612741,CHI,Chicago,1630245,Ayo Dosunmu,Ayo,21.88333333,3,9,0.333,2,4,0.5,0,0,0,0,2,2,2,1,0,4,2,8,11
19,22301211,1610612741,CHI,Chicago,1628470,Torrey Craig,Torrey,16.76666667,2,4,0.5,2,2,1,0,0,0,3,1,4,2,1,0,0,2,6,1
20,22301211,1610612741,CHI,Chicago,1641763,Julian Phillips,Julian,5.966666667,1,2,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,-2
21,22301211,1610612741,CHI,Chicago,203083,Andre Drummond,Andre,13.8,3,8,0.375,0,0,0,1,2,0.5,5,4,9,1,1,0,3,3,7,10
22,22301211,1610612741,CHI,Chicago,1631207,Dalen Terry,Dalen,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
23,22301211,1610612741,CHI,Chicago,1628975,Jevon Carter,Jevon,11.46666667,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,1,1,0,5
0,22301213,1610612762,UTA,Utah,1631323,Simone Fontecchio,Simone,24.06666667,2,5,0.4,1,3,0.333,2,2,1,0,2,2,3,0,1,1,1,7,-40
1,22301213,1610612762,UTA,Utah,1628381,John Collins,John,23.43333333,5,11,0.455,0,2,0,0,0,0,2,6,8,0,0,0,2,2,10,-40
2,22301213,1610612762,UTA,Utah,1630209,Omer Yurtseven,Omer,20.65,4,7,0.571,0,0,0,0,0,0,3,6,9,0,0,0,4,5,8,-35
3,22301213,1610612762,UTA,Utah,1630534,Ochai Agbaji,Ochai,30.08333333,7,14,0.5,5,10,0.5,2,2,1,0,0,0,0,2,0,0,1,21,-47
4,22301213,1610612762,UTA,Utah,1641718,Keyonte George,Keyonte,31.71666667,2,11,0.182,0,4,0,3,4,0.75,0,4,4,11,0,1,5,0,7,-48
5,22301213,1610612762,UTA,Utah,1631117,Walker Kessler,Walker,27.35,3,7,0.429,0,0,0,0,0,0,4,4,8,0,1,0,2,4,6,-15
6,22301213,1610612762,UTA,Utah,1629012,Collin Sexton,Collin,17.91666667,0,4,0,0,1,0,7,8,0.875,0,3,3,5,1,0,2,1,7,-3
7,22301213,1610612762,UTA,Utah,1641707,Taylor Hendricks,Taylor,24.56666667,4,6,0.667,2,4,0.5,0,0,0,1,1,2,0,2,1,2,3,10,-10
8,22301213,1610612762,UTA,Utah,1629659,Talen Horton-Tucker,Talen,16.28333333,4,9,0.444,3,3,1,0,0,0,0,2,2,1,0,0,1,1,11,-2
9,22301213,1610612762,UTA,Utah,1627739,Kris Dunn,Kris,17.28333333,3,8,0.375,1,4,0.25,1,2,0.5,1,3,4,2,0,0,0,2,8,-3
10,22301213,1610612762,UTA,Utah,1629677,Luka Samanic,Luka,6.65,1,5,0.2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,-7
12,22301213,1610612742,DAL,Dallas,203957,Dante Exum,Dante,25.73333333,2,9,0.222,1,5,0.2,0,0,0,0,6,6,7,2,0,0,1,5,40
13,22301213,1610612742,DAL,Dallas,1627884,Derrick Jones Jr.,Derrick,24.91666667,4,5,0.8,1,2,0.5,3,5,0.6,1,3,4,1,1,2,0,3,12,28
14,22301213,1610612742,DAL,Dallas,1641726,Dereck Lively II,Dereck,24.1,5,6,0.833,0,0,0,0,0,0,1,3,4,1,1,2,0,2,10,26
15,22301213,1610612742,DAL,Dallas,202681,Kyrie Irving,Kyrie,27.18333333,11,16,0.688,4,7,0.571,0,0,0,0,3,3,4,3,0,1,2,26,26
16,22301213,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,31.95,14,25,0.56,6,12,0.5,6,8,0.75,2,8,10,11,1,0,4,2,40,34
17,22301213,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,21.88333333,5,14,0.357,4,12,0.333,3,4,0.75,1,3,4,2,0,0,0,1,17,8
18,22301213,1610612742,DAL,Dallas,203552,Seth Curry,Seth,18.68333333,4,7,0.571,2,3,0.667,0,0,0,1,1,2,2,2,0,0,0,10,26
19,22301213,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,18.26666667,2,2,1,0,0,0,0,0,0,1,3,4,3,1,0,0,1,4,20
20,22301213,1610612742,DAL,Dallas,1641765,Olivier-Maxence Prosper,Olivier-Maxence,21.21666667,2,4,0.5,1,2,0.5,1,2,0.5,1,4,5,2,0,0,0,1,6,17
21,22301213,1610612742,DAL,Dallas,1630702,Jaden Hardy,Jaden,8.15,3,7,0.429,2,4,0.5,0,0,0,2,1,3,4,0,0,1,1,8,10
22,22301213,1610612742,DAL,Dallas,1630639,A.J. Lawson,A.J.,6.65,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,7
23,22301213,1610612742,DAL,Dallas,1626158,Richaun Holmes,Richaun,5.633333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4
24,22301213,1610612742,DAL,Dallas,202693,Markieff Morris,Markieff,5.633333333,1,3,0.333,1,2,0.5,0,0,0,0,1,1,0,0,0,0,0,3,4
0,22301209,1610612751,BKN,Brooklyn,1628969,Mikal Bridges,Mikal,35.05,12,19,0.632,3,4,0.75,5,5,1,0,5,5,6,0,1,1,2,32,1
1,22301209,1610612751,BKN,Brooklyn,1629661,Cameron Johnson,Cameron,30.25,7,13,0.538,3,6,0.5,0,0,0,1,5,6,3,1,0,0,2,17,-5
2,22301209,1610612751,BKN,Brooklyn,1629651,Nic Claxton,Nic,28.23333333,1,5,0.2,0,0,0,2,4,0.5,2,8,10,4,1,1,0,1,4,-5
3,22301209,1610612751,BKN,Brooklyn,1630560,Cam Thomas,Cam,26.9,3,10,0.3,0,2,0,0,0,0,0,1,1,1,0,0,5,2,6,-5
4,22301209,1610612751,BKN,Brooklyn,203915,Spencer Dinwiddie,Spencer,28.26666667,5,19,0.263,1,5,0.2,2,3,0.667,1,1,2,4,1,1,2,0,13,-7
5,22301209,1610612751,BKN,Brooklyn,1630549,Day'Ron Sharpe,Day'Ron,19.1,3,5,0.6,0,0,0,2,5,0.4,4,6,10,0,0,2,3,4,8,5
6,22301209,1610612751,BKN,Brooklyn,1627827,Dorian Finney-Smith,Dorian,30.05,6,10,0.6,3,6,0.5,0,0,0,2,3,5,0,1,1,1,3,15,6
7,22301209,1610612751,BKN,Brooklyn,1626220,Royce O'Neale,Royce,20.6,2,6,0.333,1,4,0.25,1,2,0.5,0,3,3,2,1,0,0,2,6,10
8,22301209,1610612751,BKN,Brooklyn,1628372,Dennis Smith Jr.,Dennis,21.56666667,4,7,0.571,0,0,0,5,5,1,2,1,3,4,2,0,0,3,13,5
12,22301209,1610612737,ATL,Atlanta,1629631,De'Andre Hunter,De'Andre,36.13333333,6,15,0.4,1,3,0.333,1,1,1,0,4,4,2,0,0,1,1,14,3
13,22301209,1610612737,ATL,Atlanta,1630180,Saddiq Bey,Saddiq,36.73333333,7,13,0.538,3,6,0.5,4,4,1,4,3,7,1,1,0,3,1,21,9
14,22301209,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,28.83333333,4,6,0.667,0,0,0,1,2,0.5,4,8,12,1,0,2,1,5,9,3
15,22301209,1610612737,ATL,Atlanta,1627749,Dejounte Murray,Dejounte,31.98333333,6,16,0.375,1,5,0.2,0,0,0,0,10,10,9,1,0,0,3,13,2
16,22301209,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,37.25,11,24,0.458,3,9,0.333,5,5,1,1,0,1,9,0,2,5,2,30,3
17,22301209,1610612737,ATL,Atlanta,203992,Bogdan Bogdanovic,Bogdan,27.1,7,14,0.5,4,9,0.444,2,2,1,0,4,4,1,0,0,0,2,20,-6
18,22301209,1610612737,ATL,Atlanta,1629726,Garrison Mathews,Garrison,6.833333333,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,0,-10
19,22301209,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,23.83333333,1,5,0.2,0,2,0,0,0,0,2,7,9,2,1,0,1,4,2,-8
20,22301209,1610612737,ATL,Atlanta,202083,Wesley Matthews,Wesley,11.3,0,1,0,0,1,0,4,4,1,0,1,1,0,1,0,0,2,4,-1
0,22301207,1610612748,MIA,Miami,202710,Jimmy Butler,Jimmy,35.38333333,7,16,0.438,1,1,1,4,5,0.8,0,2,2,8,1,0,0,2,19,5
1,22301207,1610612748,MIA,Miami,1628997,Caleb Martin,Caleb,31.01666667,9,16,0.563,4,7,0.571,2,4,0.5,2,10,12,3,0,1,0,1,24,17
2,22301207,1610612748,MIA,Miami,1631115,Orlando Robinson,Orlando,33.46666667,5,9,0.556,2,3,0.667,3,3,1,3,9,12,4,3,1,1,3,15,27
3,22301207,1610612748,MIA,Miami,1629130,Duncan Robinson,Duncan,32.13333333,9,19,0.474,3,10,0.3,0,0,0,1,5,6,7,1,0,0,1,21,33
4,22301207,1610612748,MIA,Miami,200768,Kyle Lowry,Kyle,27.56666667,1,4,0.25,1,4,0.25,0,0,0,0,4,4,3,0,2,2,2,3,7
5,22301207,1610612748,MIA,Miami,201567,Kevin Love,Kevin,14.53333333,2,5,0.4,1,4,0.25,3,3,1,1,1,2,4,0,0,0,2,8,-18
6,22301207,1610612748,MIA,Miami,1631170,Jaime Jaquez Jr.,Jaime,32.11666667,6,13,0.462,1,4,0.25,2,2,1,0,0,0,2,0,0,2,2,15,-16
7,22301207,1610612748,MIA,Miami,1626196,Josh Richardson,Josh,30.48333333,2,6,0.333,1,4,0.25,2,2,1,1,3,4,2,0,0,1,3,7,-7
8,22301207,1610612748,MIA,Miami,1631107,Nikola Jovic,Nikola,3.3,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,1,2,0,-3
12,22301207,1610612761,TOR,Toronto,1628384,OG Anunoby,OG,39.01666667,8,13,0.615,5,10,0.5,2,2,1,1,7,8,6,1,1,2,2,23,-9
13,22301207,1610612761,TOR,Toronto,1627783,Pascal Siakam,Pascal,35.73333333,9,13,0.692,1,1,1,11,11,1,1,3,4,6,0,1,2,1,30,-9
14,22301207,1610612761,TOR,Toronto,1627751,Jakob Poeltl,Jakob,27.6,1,2,0.5,0,0,0,0,2,0,1,5,6,1,0,4,0,2,2,-12
15,22301207,1610612761,TOR,Toronto,1630567,Scottie Barnes,Scottie,33.5,5,17,0.294,2,7,0.286,0,0,0,3,8,11,5,0,1,3,2,12,-25
16,22301207,1610612761,TOR,Toronto,203471,Dennis Schroder,Dennis,34.6,4,18,0.222,1,5,0.2,0,0,0,2,3,5,5,0,0,3,5,9,-6
17,22301207,1610612761,TOR,Toronto,1629018,Gary Trent Jr.,Gary,25.15,5,11,0.455,3,7,0.429,2,2,1,0,2,2,2,0,0,1,3,15,7
18,22301207,1610612761,TOR,Toronto,1630173,Precious Achiuwa,Precious,13.41666667,4,7,0.571,1,3,0.333,0,0,0,0,3,3,2,1,0,1,0,9,-4
19,22301207,1610612761,TOR,Toronto,1630201,Malachi Flynn,Malachi,6.383333333,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,3,-3
20,22301207,1610612761,TOR,Toronto,203490,Otto Porter Jr.,Otto,14.43333333,0,2,0,0,2,0,0,0,0,0,2,2,1,1,1,1,2,0,14
21,22301207,1610612761,TOR,Toronto,1628449,Chris Boucher,Chris,10.16666667,0,2,0,0,1,0,0,0,0,0,4,4,0,0,0,1,0,0,2
0,22301208,1610612755,PHI,Philadelphia,201587,Nicolas Batum,Nicolas,32.56666667,2,4,0.5,1,3,0.333,4,7,0.571,1,5,6,5,0,0,0,2,9,7
1,22301208,1610612755,PHI,Philadelphia,202699,Tobias Harris,Tobias,34.86666667,3,9,0.333,0,1,0,0,0,0,2,4,6,1,2,0,0,2,6,10
2,22301208,1610612755,PHI,Philadelphia,203954,Joel Embiid,Joel,38.03333333,19,29,0.655,1,2,0.5,11,13,0.846,6,7,13,7,1,1,6,2,50,8
3,22301208,1610612755,PHI,Philadelphia,1629001,De'Anthony Melton,De'Anthony,27.3,5,10,0.5,2,5,0.4,7,7,1,0,5,5,4,2,1,1,1,19,12
4,22301208,1610612755,PHI,Philadelphia,1630178,Tyrese Maxey,Tyrese,38.16666667,10,20,0.5,2,6,0.333,4,4,1,0,1,1,7,1,0,0,2,26,12
5,22301208,1610612755,PHI,Philadelphia,201976,Patrick Beverley,Patrick,20.58333333,2,7,0.286,1,5,0.2,0,0,0,0,4,4,4,1,0,2,0,5,-7
6,22301208,1610612755,PHI,Philadelphia,1626162,Kelly Oubre Jr.,Kelly,19.41666667,5,8,0.625,1,3,0.333,1,1,1,1,2,3,1,0,0,1,1,12,-3
7,22301208,1610612755,PHI,Philadelphia,202694,Marcus Morris Sr.,Marcus,15.1,1,4,0.25,0,1,0,2,2,1,1,2,3,0,0,0,0,0,4,-8
8,22301208,1610612755,PHI,Philadelphia,203496,Robert Covington,Robert,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,-3
9,22301208,1610612755,PHI,Philadelphia,1630194,Paul Reed,Paul,9.966666667,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,-3
15,22301208,1610612764,WAS,Washington,1630166,Deni Avdija,Deni,30.78333333,4,10,0.4,0,4,0,0,0,0,0,8,8,8,0,1,2,2,8,6
16,22301208,1610612764,WAS,Washington,1628398,Kyle Kuzma,Kyle,33.63333333,7,16,0.438,2,5,0.4,0,0,0,0,3,3,7,0,1,1,3,16,-12
17,22301208,1610612764,WAS,Washington,1629655,Daniel Gafford,Daniel,22.96666667,8,10,0.8,0,0,0,2,2,1,2,4,6,4,1,2,0,6,18,-8
18,22301208,1610612764,WAS,Washington,1629673,Jordan Poole,Jordan,31.76666667,10,16,0.625,3,5,0.6,0,0,0,0,1,1,2,1,0,3,3,23,-10
19,22301208,1610612764,WAS,Washington,1626145,Tyus Jones,Tyus,31.36666667,8,11,0.727,2,4,0.5,2,2,1,0,3,3,8,1,2,1,0,20,-9
20,22301208,1610612764,WAS,Washington,201568,Danilo Gallinari,Danilo,17.41666667,2,6,0.333,2,5,0.4,1,1,1,0,6,6,2,1,0,0,1,7,-1
21,22301208,1610612764,WAS,Washington,1641731,Bilal Coulibaly,Bilal,27.51666667,6,10,0.6,1,5,0.2,1,1,1,0,1,1,3,3,0,2,1,14,-7
22,22301208,1610612764,WAS,Washington,1630215,Jared Butler,Jared,13.75,0,3,0,0,1,0,0,0,0,0,1,1,4,0,0,1,5,0,4
23,22301208,1610612764,WAS,Washington,1630557,Corey Kispert,Corey,24.83333333,5,7,0.714,4,5,0.8,2,2,1,0,3,3,1,1,0,1,1,16,6
24,22301208,1610612764,WAS,Washington,203488,Mike Muscala,Mike,5.966666667,2,3,0.667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6
0,22301206,1610612763,MEM,Memphis,1631223,David Roddy,David,21.98333333,1,3,0.333,1,2,0.5,1,2,0.5,1,5,6,1,2,0,3,1,4,-5
1,22301206,1610612763,MEM,Memphis,1628991,Jaren Jackson Jr.,Jaren,35.01666667,10,20,0.5,2,6,0.333,2,3,0.667,0,4,4,0,0,3,0,3,24,15
2,22301206,1610612763,MEM,Memphis,202687,Bismack Biyombo,Bismack,25.7,1,3,0.333,0,0,0,0,0,0,2,9,11,4,0,1,2,2,2,-1
3,22301206,1610612763,MEM,Memphis,201565,Derrick Rose,Derrick,15.48333333,2,7,0.286,0,1,0,0,0,0,0,1,1,2,2,0,5,1,4,2
4,22301206,1610612763,MEM,Memphis,1630217,Desmond Bane,Desmond,35.7,19,31,0.613,4,8,0.5,7,7,1,1,5,6,8,1,2,3,2,49,-1
5,22301206,1610612763,MEM,Memphis,1629669,Jaylen Nowell,Jaylen,25.96666667,6,8,0.75,0,2,0,0,0,0,0,2,2,4,1,0,0,0,12,8
