500,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
18,22300285,1610612741,CHI,Chicago,1628470,Torrey Craig,Torrey,18.85,5,6,0.833,3,4,0.75,2,2,1,3,3,6,2,0,1,1,3,15,16
19,22300285,1610612741,CHI,Chicago,1641763,Julian Phillips,Julian,3.716666667,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5
20,22300285,1610612741,CHI,Chicago,203083,Andre Drummond,Andre,15.03333333,3,7,0.429,0,0,0,1,2,0.5,3,5,8,1,0,1,1,2,7,0
21,22300285,1610612741,CHI,Chicago,1628975,Jevon Carter,Jevon,14.98333333,1,2,0.5,0,1,0,0,0,0,0,0,0,2,0,0,1,1,2,-2
0,22300286,1610612737,ATL,Atlanta,1629631,De'Andre Hunter,De'Andre,30.83333333,3,10,0.3,0,2,0,6,6,1,0,1,1,0,2,0,2,2,12,6
1,22300286,1610612737,ATL,Atlanta,1630180,Saddiq Bey,Saddiq,36.31666667,5,7,0.714,4,6,0.667,3,4,0.75,3,6,9,1,0,0,0,2,17,-3
2,22300286,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,30.16666667,4,13,0.308,0,0,0,2,2,1,8,9,17,4,1,3,2,4,10,1
3,22300286,1610612737,ATL,Atlanta,1627749,Dejounte Murray,Dejounte,34,12,19,0.632,4,6,0.667,2,2,1,0,2,2,3,2,0,2,0,30,-7
4,22300286,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,36.73333333,13,28,0.464,5,13,0.385,1,2,0.5,2,0,2,12,2,0,4,0,32,-8
5,22300286,1610612737,ATL,Atlanta,1629726,Garrison Mathews,Garrison,7.466666667,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,-5
6,22300286,1610612737,ATL,Atlanta,203992,Bogdan Bogdanovic,Bogdan,25.26666667,6,18,0.333,2,7,0.286,0,0,0,0,3,3,0,2,1,0,2,14,-7
7,22300286,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,27.06666667,2,4,0.5,0,2,0,1,3,0.333,1,3,4,3,0,0,0,3,5,-19
8,22300286,1610612737,ATL,Atlanta,202083,Wesley Matthews,Wesley,12.15,0,2,0,0,2,0,1,2,0.5,0,1,1,0,2,0,0,0,1,-13
13,22300286,1610612749,MIL,Milwaukee,203114,Khris Middleton,Khris,24.75,5,9,0.556,2,4,0.5,0,0,0,0,5,5,3,1,0,1,0,12,-8
14,22300286,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,Giannis,36.31666667,14,20,0.7,0,1,0,4,5,0.8,2,9,11,10,2,1,5,1,32,8
15,22300286,1610612749,MIL,Milwaukee,201572,Brook Lopez,Brook,33.4,3,7,0.429,1,4,0.25,4,6,0.667,1,1,2,4,0,4,2,2,11,2
16,22300286,1610612749,MIL,Milwaukee,1627736,Malik Beasley,Malik,39.36666667,6,11,0.545,4,7,0.571,0,0,0,1,3,4,3,1,0,2,1,16,2
17,22300286,1610612749,MIL,Milwaukee,203081,Damian Lillard,Damian,38.41666667,10,16,0.625,3,6,0.5,2,2,1,1,5,6,9,1,0,4,3,25,14
18,22300286,1610612749,MIL,Milwaukee,1626171,Bobby Portis,Bobby,22.68333333,7,13,0.538,1,4,0.25,0,0,0,2,9,11,0,0,0,0,3,15,9
19,22300286,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,16.75,1,2,0.5,1,1,1,0,0,0,0,1,1,2,0,1,0,3,3,14
20,22300286,1610612749,MIL,Milwaukee,1631260,AJ Green,AJ,8.633333333,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9
21,22300286,1610612749,MIL,Milwaukee,1626166,Cameron Payne,Cameron,19.68333333,7,11,0.636,2,6,0.333,2,2,1,0,3,3,2,0,0,1,5,18,5
0,22300281,1610612750,MIN,Minnesota,1629638,Nickeil Alexander-Walker,Nickeil,29.81666667,2,5,0.4,0,2,0,2,2,1,0,2,2,2,0,0,1,1,6,-7
1,22300281,1610612750,MIN,Minnesota,1626157,Karl-Anthony Towns,Karl-Anthony,32.01666667,12,23,0.522,4,8,0.5,0,0,0,3,4,7,5,0,0,3,3,28,12
2,22300281,1610612750,MIN,Minnesota,203497,Rudy Gobert,Rudy,39.3,10,12,0.833,0,0,0,6,9,0.667,2,10,12,0,0,3,1,1,26,10
3,22300281,1610612750,MIN,Minnesota,1628972,Troy Brown Jr.,Troy,31.56666667,3,7,0.429,3,6,0.5,0,0,0,1,2,3,1,1,0,1,4,9,15
4,22300281,1610612750,MIN,Minnesota,201144,Mike Conley,Mike,34.13333333,3,9,0.333,1,7,0.143,7,8,0.875,0,5,5,10,0,0,1,2,14,10
5,22300281,1610612750,MIN,Minnesota,1629675,Naz Reid,Naz,24.53333333,9,14,0.643,3,6,0.5,2,2,1,2,3,5,2,1,0,2,0,23,-7
6,22300281,1610612750,MIN,Minnesota,1629003,Shake Milton,Shake,22.7,2,8,0.25,0,2,0,2,2,1,0,1,1,2,1,0,0,2,6,-5
7,22300281,1610612750,MIN,Minnesota,203937,Kyle Anderson,Kyle,25.93333333,2,6,0.333,0,0,0,7,7,1,2,4,6,4,2,0,2,3,11,2
12,22300281,1610612766,CHA,Charlotte,202330,Gordon Hayward,Gordon,31.28333333,7,11,0.636,1,2,0.5,2,2,1,0,1,1,3,2,0,2,1,17,-14
13,22300281,1610612766,CHA,Charlotte,1628970,Miles Bridges,Miles,35.58333333,8,18,0.444,2,5,0.4,4,4,1,1,2,3,4,1,0,1,5,22,-7
14,22300281,1610612766,CHA,Charlotte,1631109,Mark Williams,Mark,29.05,4,6,0.667,0,0,0,3,4,0.75,2,4,6,0,0,0,1,6,11,-8
15,22300281,1610612766,CHA,Charlotte,1641706,Brandon Miller,Brandon,36.35,5,13,0.385,2,4,0.5,2,2,1,1,4,5,3,0,2,2,3,14,-8
16,22300281,1610612766,CHA,Charlotte,1626179,Terry Rozier,Terry,35.48333333,8,20,0.4,3,7,0.429,4,5,0.8,1,5,6,7,2,0,1,4,23,-6
17,22300281,1610612766,CHA,Charlotte,1629023,P.J. Washington,P.J.,30.93333333,7,14,0.5,4,7,0.571,0,0,0,3,4,7,5,0,1,1,1,18,8
18,22300281,1610612766,CHA,Charlotte,202397,Ish Smith,Ish,16.38333333,3,3,1,0,0,0,0,0,0,1,3,4,5,0,0,0,0,6,3
19,22300281,1610612766,CHA,Charlotte,1630208,Nick Richards,Nick,9.183333333,1,3,0.333,0,0,0,2,2,1,1,2,3,1,1,1,0,1,4,-3
20,22300281,1610612766,CHA,Charlotte,1631121,Bryce McGowens,Bryce,15.75,1,3,0.333,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,5
0,22300280,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,31.95,5,13,0.385,2,5,0.4,9,10,0.9,3,2,5,2,2,0,0,3,21,-1
1,22300280,1610612744,GSW,Golden State,203110,Draymond Green,Draymond,32.31666667,8,15,0.533,4,8,0.5,1,2,0.5,1,8,9,4,0,1,3,2,21,-6
2,22300280,1610612744,GSW,Golden State,203967,Dario Saric,Dario,19.8,3,7,0.429,0,2,0,0,0,0,0,2,2,3,1,0,3,2,6,-10
3,22300280,1610612744,GSW,Golden State,202691,Klay Thompson,Klay,33.43333333,5,13,0.385,4,11,0.364,3,4,0.75,1,5,6,2,1,0,2,3,17,0
4,22300280,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,36.6,7,18,0.389,4,9,0.444,4,4,1,1,3,4,11,0,0,2,0,22,2
5,22300280,1610612744,GSW,Golden State,1641764,Brandin Podziemski,Brandin,36.51666667,5,9,0.556,2,3,0.667,0,0,0,0,6,6,3,1,2,1,2,12,1
6,22300280,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,18.15,3,3,1,0,0,0,1,2,0.5,0,8,8,3,0,1,1,1,7,3
7,22300280,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,15.68333333,2,6,0.333,1,3,0.333,1,2,0.5,0,2,2,0,0,0,1,0,6,5
8,22300280,1610612744,GSW,Golden State,202709,Cory Joseph,Cory,15.55,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,1
11,22300280,1610612746,LAC,LA,202695,Kawhi Leonard,Kawhi,38.75,9,16,0.563,2,5,0.4,0,0,0,0,8,8,7,1,0,3,2,20,8
12,22300280,1610612746,LAC,LA,202331,Paul George,Paul,38.08333333,8,17,0.471,4,8,0.5,5,5,1,0,6,6,6,1,0,1,5,25,5
13,22300280,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,22.66666667,6,6,1,0,0,0,0,0,0,1,6,7,1,0,3,3,4,12,1
14,22300280,1610612746,LAC,LA,1629611,Terance Mann,Terance,24.06666667,1,6,0.167,1,5,0.2,0,0,0,1,1,2,2,1,0,0,1,3,-5
15,22300280,1610612746,LAC,LA,201935,James Harden,James,35.03333333,7,14,0.5,2,7,0.286,5,5,1,0,5,5,9,1,0,1,4,21,0
16,22300280,1610612746,LAC,LA,201566,Russell Westbrook,Russell,18.88333333,2,5,0.4,2,4,0.5,2,4,0.5,0,6,6,2,0,1,0,0,8,-11
17,22300280,1610612746,LAC,LA,1641738,Kobe Brown,Kobe,11.06666667,0,3,0,0,3,0,0,0,0,0,1,1,3,0,0,0,1,0,-6
18,22300280,1610612746,LAC,LA,1628464,Daniel Theis,Daniel,21.91666667,6,11,0.545,0,2,0,0,0,0,2,2,4,1,1,2,1,3,12,-1
19,22300280,1610612746,LAC,LA,1626181,Norman Powell,Norman,29.55,5,12,0.417,2,5,0.4,0,0,0,1,0,1,0,0,0,2,1,12,14
0,22300284,1610612754,IND,Indiana,1627741,Buddy Hield,Buddy,24.33333333,3,7,0.429,1,4,0.25,0,0,0,0,1,1,2,2,0,1,3,7,20
1,22300284,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,34.76666667,7,8,0.875,4,5,0.8,2,2,1,0,2,2,2,1,4,0,5,20,18
2,22300284,1610612754,IND,Indiana,1626167,Myles Turner,Myles,30.33333333,8,12,0.667,1,4,0.25,0,0,0,2,8,10,1,0,2,2,4,17,10
3,22300284,1610612754,IND,Indiana,1628971,Bruce Brown,Bruce,36.75,11,16,0.688,4,6,0.667,4,5,0.8,0,4,4,2,0,0,1,0,30,20
4,22300284,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,23.35,1,9,0.111,0,4,0,2,2,1,0,1,1,11,1,0,0,1,4,10
5,22300284,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,25.16666667,6,10,0.6,2,3,0.667,2,3,0.667,1,4,5,4,0,0,4,4,16,-4
6,22300284,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,8.083333333,3,3,1,0,0,0,2,2,1,0,3,3,1,0,1,0,1,8,-6
7,22300284,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,28.73333333,7,9,0.778,4,6,0.667,4,6,0.667,0,4,4,1,0,1,0,4,22,9
8,22300284,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,25.1,10,11,0.909,0,0,0,0,0,0,0,2,2,11,0,0,1,0,20,5
9,22300284,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,3.383333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-7
13,22300284,1610612748,MIA,Miami,202710,Jimmy Butler,Jimmy,37.06666667,12,23,0.522,0,1,0,9,9,1,2,3,5,5,0,0,1,1,33,-17
14,22300284,1610612748,MIA,Miami,1629312,Haywood Highsmith,Haywood,2.783333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-1
15,22300284,1610612748,MIA,Miami,1631115,Orlando Robinson,Orlando,29.16666667,7,11,0.636,2,2,1,0,0,0,1,4,5,3,0,0,1,1,16,-6
16,22300284,1610612748,MIA,Miami,1629130,Duncan Robinson,Duncan,30.46666667,7,11,0.636,2,3,0.667,1,1,1,1,1,2,3,0,0,2,6,17,-9
17,22300284,1610612748,MIA,Miami,200768,Kyle Lowry,Kyle,28.58333333,0,4,0,0,3,0,4,4,1,1,7,8,2,0,0,0,2,4,-9
18,22300284,1610612748,MIA,Miami,1628997,Caleb Martin,Caleb,35.25,8,15,0.533,2,4,0.5,0,0,0,1,1,2,3,1,0,3,3,18,-8
19,22300284,1610612748,MIA,Miami,1631170,Jaime Jaquez Jr.,Jaime,28.66666667,4,9,0.444,1,2,0.5,2,5,0.4,0,3,3,3,2,0,0,1,11,-6
20,22300284,1610612748,MIA,Miami,201567,Kevin Love,Kevin,18.83333333,4,6,0.667,3,5,0.6,3,3,1,0,1,1,5,0,0,0,4,14,-9
21,22300284,1610612748,MIA,Miami,1626196,Josh Richardson,Josh,23.76666667,6,9,0.667,2,4,0.5,2,2,1,0,2,2,3,0,1,2,1,16,-11
22,22300284,1610612748,MIA,Miami,1631288,Jamal Cain,Jamal,5.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
0,22300283,1610612739,CLE,Cleveland,1629622,Max Strus,Max,37.7,9,16,0.563,4,10,0.4,0,0,0,0,5,5,5,1,0,1,4,22,10
1,22300283,1610612739,CLE,Cleveland,1630596,Evan Mobley,Evan,36.15,2,5,0.4,0,0,0,2,3,0.667,1,10,11,1,0,0,2,3,6,1
2,22300283,1610612739,CLE,Cleveland,1628386,Jarrett Allen,Jarrett,34.25,8,9,0.889,0,0,0,3,5,0.6,5,6,11,3,1,0,2,2,19,4
3,22300283,1610612739,CLE,Cleveland,1629636,Darius Garland,Darius,34.26666667,9,23,0.391,2,7,0.286,2,3,0.667,0,2,2,5,3,1,2,1,22,13
4,22300283,1610612739,CLE,Cleveland,1628378,Donovan Mitchell,Donovan,32.9,7,19,0.368,2,5,0.4,4,5,0.8,1,2,3,4,2,0,4,2,20,-13
5,22300283,1610612739,CLE,Cleveland,1630171,Isaac Okoro,Isaac,33.03333333,4,7,0.571,1,3,0.333,0,0,0,0,6,6,4,4,0,0,3,9,15
6,22300283,1610612739,CLE,Cleveland,1627777,Georges Niang,Georges,22.46666667,5,8,0.625,1,4,0.25,1,2,0.5,0,3,3,2,0,0,0,1,12,15
7,22300283,1610612739,CLE,Cleveland,1641854,Craig Porter Jr.,Craig,4.216666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,22300283,1610612739,CLE,Cleveland,1630241,Sam Merrill,Sam,2.516666667,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9,22300283,1610612739,CLE,Cleveland,202684,Tristan Thompson,Tristan,2.516666667,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
12,22300283,1610612765,DET,Detroit,1630165,Killian Hayes,Killian,32.78333333,6,11,0.545,1,1,1,0,1,0,0,6,6,3,2,1,2,2,13,7
13,22300283,1610612765,DET,Detroit,1630191,Isaiah Stewart,Isaiah,30.31666667,4,9,0.444,1,5,0.2,2,2,1,1,6,7,5,2,0,3,0,11,6
14,22300283,1610612765,DET,Detroit,1631105,Jalen Duren,Jalen,29.8,8,8,1,0,0,0,1,6,0.167,3,8,11,1,1,2,2,3,17,6
15,22300283,1610612765,DET,Detroit,1631093,Jaden Ivey,Jaden,29.05,2,7,0.286,0,3,0,3,4,0.75,0,2,2,1,0,0,1,3,7,0
16,22300283,1610612765,DET,Detroit,1630595,Cade Cunningham,Cade,37.4,8,20,0.4,3,6,0.5,4,4,1,0,8,8,11,2,0,1,3,23,13
17,22300283,1610612765,DET,Detroit,1631204,Marcus Sasser,Marcus,16.13333333,2,5,0.4,0,2,0,0,0,0,0,2,2,1,0,0,2,1,4,-21
18,22300283,1610612765,DET,Detroit,202711,Bojan Bogdanovic,Bojan,27.45,7,15,0.467,3,10,0.3,5,6,0.833,1,1,2,2,1,0,1,1,22,-9
19,22300283,1610612765,DET,Detroit,1641709,Ausar Thompson,Ausar,16.03333333,2,6,0.333,0,2,0,0,0,0,4,4,8,0,0,0,2,5,4,-14
20,22300283,1610612765,DET,Detroit,1630587,Isaiah Livers,Isaiah,14.11666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,-22
21,22300283,1610612765,DET,Detroit,1628963,Marvin Bagley III,Marvin,6.916666667,0,1,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,-11
0,22301202,1610612738,BOS,Boston,1628369,Jayson Tatum,Jayson,37.36666667,13,26,0.5,2,8,0.25,4,7,0.571,1,11,12,6,1,0,2,2,32,-14
1,22301202,1610612738,BOS,Boston,1627759,Jaylen Brown,Jaylen,31.46666667,14,23,0.609,2,7,0.286,0,1,0,2,7,9,0,1,2,3,6,30,-10
2,22301202,1610612738,BOS,Boston,201143,Al Horford,Al,31.35,1,3,0.333,0,1,0,0,0,0,2,5,7,4,0,1,2,1,2,-2
3,22301202,1610612738,BOS,Boston,1628401,Derrick White,Derrick,35.96666667,7,16,0.438,2,9,0.222,2,2,1,0,4,4,8,1,1,5,4,18,-4
4,22301202,1610612738,BOS,Boston,201950,Jrue Holiday,Jrue,38.03333333,3,9,0.333,1,5,0.2,2,2,1,1,5,6,3,1,1,1,1,9,-15
5,22301202,1610612738,BOS,Boston,1630625,Dalano Banton,Dalano,11.18333333,0,1,0,0,0,0,0,0,0,1,3,4,1,0,0,3,1,0,-2
6,22301202,1610612738,BOS,Boston,1630573,Sam Hauser,Sam,22.66666667,5,9,0.556,5,7,0.714,0,0,0,2,4,6,1,0,0,0,2,15,9
7,22301202,1610612738,BOS,Boston,1630202,Payton Pritchard,Payton,15.31666667,0,5,0,0,4,0,0,0,0,0,4,4,2,0,0,0,0,0,-4
8,22301202,1610612738,BOS,Boston,1628436,Luke Kornet,Luke,16.65,3,5,0.6,0,0,0,0,0,0,4,0,4,2,1,4,1,2,6,-8
13,22301202,1610612754,IND,Indiana,1627741,Buddy Hield,Buddy,31.98333333,7,11,0.636,4,6,0.667,3,4,0.75,2,0,2,2,2,0,1,2,21,29
14,22301202,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,25.66666667,4,8,0.5,2,4,0.5,2,2,1,0,2,2,1,0,2,0,1,12,-2
15,22301202,1610612754,IND,Indiana,1626167,Myles Turner,Myles,34.38333333,7,16,0.438,2,6,0.333,1,1,1,1,9,10,1,1,1,0,1,17,22
16,22301202,1610612754,IND,Indiana,1628971,Bruce Brown,Bruce,35.8,3,10,0.3,1,3,0.333,6,7,0.857,0,8,8,4,3,0,3,4,13,2
17,22301202,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,40.1,10,18,0.556,5,11,0.455,1,1,1,3,7,10,13,1,0,0,2,26,15
18,22301202,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,30.91666667,6,10,0.6,1,3,0.333,1,2,0.5,0,1,1,1,0,1,1,3,14,2
19,22301202,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,27.08333333,5,14,0.357,4,7,0.571,2,2,1,1,4,5,2,0,0,1,1,16,-6
20,22301202,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,9.166666667,1,5,0.2,0,0,0,0,0,0,0,2,2,3,1,0,0,0,2,-5
21,22301202,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,4.9,0,2,0,0,0,0,1,2,0.5,0,1,1,1,0,0,0,1,1,-7
0,22301204,1610612740,NOP,New Orleans,1627742,Brandon Ingram,Brandon,40.45,10,20,0.5,3,6,0.5,7,9,0.778,2,6,8,6,1,0,2,2,30,3
1,22301204,1610612740,NOP,New Orleans,1629627,Zion Williamson,Zion,27.63333333,5,8,0.625,0,2,0,0,0,0,1,5,6,6,3,0,4,3,10,4
2,22301204,1610612740,NOP,New Orleans,202685,Jonas Valanciunas,Jonas,29.43333333,7,11,0.636,0,0,0,4,4,1,4,7,11,0,0,0,1,6,18,-7
3,22301204,1610612740,NOP,New Orleans,1630529,Herbert Jones,Herbert,34.81666667,8,13,0.615,3,5,0.6,4,4,1,3,2,5,5,0,2,1,5,23,-3
4,22301204,1610612740,NOP,New Orleans,203468,CJ McCollum,CJ,35.88333333,7,14,0.5,3,5,0.6,0,0,0,0,2,2,7,2,2,2,2,17,-4
5,22301204,1610612740,NOP,New Orleans,1630230,Naji Marshall,Naji,13.48333333,1,3,0.333,0,2,0,2,2,1,2,2,4,2,1,0,1,1,4,7
6,22301204,1610612740,NOP,New Orleans,1630530,Trey Murphy III,Trey,29.66666667,6,13,0.462,3,8,0.375,1,2,0.5,0,2,2,1,0,1,0,1,16,24
7,22301204,1610612740,NOP,New Orleans,1630631,Jose Alvarado,Jose,17.63333333,3,4,0.75,2,3,0.667,1,2,0.5,0,3,3,2,2,2,1,1,9,19
8,22301204,1610612740,NOP,New Orleans,203469,Cody Zeller,Cody,4.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
9,22301204,1610612740,NOP,New Orleans,1630700,Dyson Daniels,Dyson,6.383333333,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,8
13,22301204,1610612758,SAC,Sacramento,203084,Harrison Barnes,Harrison,34.13333333,1,3,0.333,1,3,0.333,1,2,0.5,1,3,4,1,1,1,2,0,4,-11
14,22301204,1610612758,SAC,Sacramento,1631099,Keegan Murray,Keegan,31.06666667,5,11,0.455,4,8,0.5,0,0,0,0,4,4,1,0,0,1,5,14,-8
15,22301204,1610612758,SAC,Sacramento,1627734,Domantas Sabonis,Domantas,36.36666667,8,12,0.667,0,1,0,10,10,1,5,8,13,10,2,1,1,2,26,5
16,22301204,1610612758,SAC,Sacramento,1628989,Kevin Huerter,Kevin,31.51666667,5,10,0.5,2,7,0.286,0,0,0,1,4,5,2,0,0,0,2,12,11
17,22301204,1610612758,SAC,Sacramento,1628368,De'Aaron Fox,De'Aaron,39.85,10,25,0.4,1,7,0.143,9,13,0.692,1,4,5,4,1,0,6,3,30,-9
18,22301204,1610612758,SAC,Sacramento,1626168,Trey Lyles,Trey,16.41666667,1,4,0.25,0,3,0,3,4,0.75,0,1,1,6,0,0,0,3,5,-2
19,22301204,1610612758,SAC,Sacramento,1628370,Malik Monk,Malik,32.43333333,7,14,0.5,5,9,0.556,2,2,1,1,2,3,5,2,0,3,0,21,-17
20,22301204,1610612758,SAC,Sacramento,1631165,Keon Ellis,Keon,8.15,1,2,0.5,1,2,0.5,2,2,1,0,0,0,0,1,0,0,1,5,-1
21,22301204,1610612758,SAC,Sacramento,1628426,Sasha Vezenkov,Sasha,6.233333333,0,3,0,0,1,0,0,0,0,2,0,2,0,0,0,0,2,0,-12
22,22301204,1610612758,SAC,Sacramento,201580,JaVale McGee,JaVale,3.833333333,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-6
0,22301203,1610612756,PHX,Phoenix,201569,Eric Gordon,Eric,34.58333333,3,8,0.375,1,4,0.25,0,0,0,0,4,4,4,2,1,1,1,7,7
1,22301203,1610612756,PHX,Phoenix,201142,Kevin Durant,Kevin,38.61666667,12,17,0.706,4,7,0.571,3,4,0.75,0,7,7,4,0,1,5,5,31,6
2,22301203,1610612756,PHX,Phoenix,203994,Jusuf Nurkic,Jusuf,28.98333333,1,3,0.333,0,0,0,1,4,0.25,0,8,8,4,1,0,2,4,3,12
3,22301203,1610612756,PHX,Phoenix,1628960,Grayson Allen,Grayson,39.35,6,14,0.429,4,8,0.5,5,5,1,0,2,2,2,2,1,0,2,21,-7
4,22301203,1610612756,PHX,Phoenix,1626164,Devin Booker,Devin,37.06666667,6,16,0.375,1,1,1,8,8,1,2,9,11,6,1,1,7,5,21,2
5,22301203,1610612756,PHX,Phoenix,1629234,Drew Eubanks,Drew,17.56666667,3,3,1,0,0,0,0,0,0,2,0,2,1,1,0,3,2,6,-16
6,22301203,1610612756,PHX,Phoenix,1629006,Josh Okogie,Josh,8.65,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,-11
7,22301203,1610612756,PHX,Phoenix,1629642,Nassir Little,Nassir,14.3,2,4,0.5,1,1,1,0,0,0,1,1,2,2,0,0,1,1,5,-11
8,22301203,1610612756,PHX,Phoenix,1628966,Keita Bates-Diop,Keita,6.2,1,3,0.333,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,2
9,22301203,1610612756,PHX,Phoenix,1630692,Jordan Goodwin,Jordan,14.68333333,3,6,0.5,1,2,0.5,0,0,0,2,4,6,1,0,0,1,1,7,1
15,22301203,1610612747,LAL,Los Angeles,1629629,Cam Reddish,Cam,29.98333333,0,4,0,0,2,0,4,4,1,1,1,2,1,1,0,0,4,4,-7
16,22301203,1610612747,LAL,Los Angeles,2544,LeBron James,LeBron,40.16666667,12,25,0.48,2,4,0.5,5,6,0.833,3,5,8,11,5,0,2,3,31,12
17,22301203,1610612747,LAL,Los Angeles,203076,Anthony Davis,Anthony,38.73333333,10,26,0.385,0,0,0,7,8,0.875,9,6,15,1,0,2,0,1,27,-1
18,22301203,1610612747,LAL,Los Angeles,1627752,Taurean Prince,Taurean,26.68333333,2,6,0.333,0,2,0,1,2,0.5,0,3,3,0,3,0,3,1,5,-12
19,22301203,1610612747,LAL,Los Angeles,1626156,D'Angelo Russell,D'Angelo,24.25,3,11,0.273,2,6,0.333,0,0,0,1,0,1,5,0,0,0,2,8,-7
20,22301203,1610612747,LAL,Los Angeles,1631108,Max Christie,Max,7.683333333,1,2,0.5,1,2,0.5,0,0,0,0,0,0,1,0,0,0,2,3,-2
21,22301203,1610612747,LAL,Los Angeles,1629060,Rui Hachimura,Rui,21.43333333,3,8,0.375,1,4,0.25,0,0,0,0,2,2,1,0,0,0,1,7,5
22,22301203,1610612747,LAL,Los Angeles,1630559,Austin Reaves,Austin,26.86666667,7,16,0.438,3,8,0.375,3,3,1,2,4,6,2,0,0,3,1,20,17
23,22301203,1610612747,LAL,Los Angeles,1629020,Jarred Vanderbilt,Jarred,14.93333333,0,2,0,0,2,0,1,2,0.5,4,2,6,2,1,0,1,2,1,6
24,22301203,1610612747,LAL,Los Angeles,1629637,Jaxson Hayes,Jaxson,9.266666667,0,2,0,0,0,0,0,0,0,1,1,2,0,1,0,0,2,0,4
0,22301201,1610612752,NYK,New York,1629628,RJ Barrett,RJ,31.46666667,7,18,0.389,1,4,0.25,8,8,1,3,5,8,1,0,0,2,0,23,-6
1,22301201,1610612752,NYK,New York,203944,Julius Randle,Julius,36.6,14,19,0.737,2,2,1,11,12,0.917,3,3,6,5,0,0,4,3,41,-21
2,22301201,1610612752,NYK,New York,1629011,Mitchell Robinson,Mitchell,27.2,1,2,0.5,0,0,0,0,0,0,1,3,4,3,2,1,2,2,2,-10
3,22301201,1610612752,NYK,New York,1629656,Quentin Grimes,Quentin,18.05,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4,0,-3
4,22301201,1610612752,NYK,New York,1628973,Jalen Brunson,Jalen,34.23333333,10,22,0.455,0,5,0,4,7,0.571,0,3,3,6,1,0,3,1,24,-14
5,22301201,1610612752,NYK,New York,1628404,Josh Hart,Josh,25.68333333,5,8,0.625,1,1,1,0,0,0,1,3,4,1,3,0,0,3,11,-14
6,22301201,1610612752,NYK,New York,1630193,Immanuel Quickley,Immanuel,19,1,7,0.143,1,4,0.25,4,4,1,0,1,1,3,0,0,1,0,7,-10
7,22301201,1610612752,NYK,New York,1628392,Isaiah Hartenstein,Isaiah,17.96666667,2,3,0.667,0,0,0,0,0,0,4,3,7,5,0,2,1,2,4,-12
